"","X","CoreUniqueID","SiteCode","RainTrt","FieldRep","CoreNum","CoreLabel","TargetWP","TargetGWC","ActualGWC","BD","PD","WHC","Moist","pH","DOC","MBC","SOM","CO2_w1a","CO2_w1b","CO2_w2a","CO2_w2b","CO2_eq","MAP","MAP_CV","MAT","Sand","Silt","Clay","USDA_class","Soil.fresh.wt..g.","rock.fresh.wt..g.","Core.2mm.dry.wt..g.","Core.Vol..cm3.","ANPP","ActualVWC","TargetVWC","theta","m","m_1","n_1","alpha_1","ActualWP"
"11",12,720,"Ayora.ES","Drought",1,"5","Ayora.es_D_1_5",0.033,0.491245482104362,0.341637010676157,"0.577944552434466",NA,NA,"34.1637010676157","6.47","0.627853581583644","0.405552743804696",20.02200220022,"10.8329321632103","6.76448549039691","6.52354056439595","1.84212785636374",5.0433846370522,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",90.01,"27.5","39.8309608540925",116.500727570622,315.9133333,0.344574732805088,0.495469681117986,0.682350380724572,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,0.513373285935832
"12",13,721,"Ayora.ES","Drought",1,"6","Ayora.es_D_1_6",1,0.276954284146709,0.376068376068376,"0.546369432876297",NA,NA,"37.6068376068376","7.16","0.395853639092502","0.328048519481294",NA,"8.95810857280126","6.08621230718062","6.55738488690846","8.67744189594303",7.10701303001071,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",76.3,"23","32.0700854700855",100.792764302673,315.9133333,0.379302172044347,0.279335802260422,0.751120023796172,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,0.305268052718575
"13",15,706,"Ayora.ES","Ambient",2,"1","Ayora.es_A_2_1",15,0.185581535624328,0.220720720720721,"1.06917970574224",NA,NA,"22.0720720720721","8.03","0.187528025513414","0.61811098053038",14.0608604407135,"1.08705766748194","1.69596892365953","1.55602264410084","2.83573273869819",2.02924143548619,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",207.2,"88.5","96.240990990991",172.787595947439,450.6886667,0.222618688813498,0.187177343358524,0.440844706841059,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,4.12993192932492
"14",16,712,"Ayora.ES","Ambient",2,"2","Ayora.es_A_2_2",5,0.210572264282106,0.216814159292035,"0.844524950715467",NA,NA,"21.6814159292035","8.17","0.599257552930924","0.319913679191299",21.1891891891892,"3.07000936766782","1.69035819549425","1.79230161625702","4.25424423239861",2.57896801471663,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",159.71,"79.8","63.3597345132743",169.515103599949,450.6886667,0.218678535029187,0.212382966229464,0.433042145658029,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,4.48349265987137
"15",17,711,"Ayora.ES","Ambient",2,"3","Ayora.es_A_2_3",0.033,0.491245482104362,0.37,"0.673241082896213",NA,NA,"37","8.13","0.245472766519958","0.250564303230256",14.1955835962145,"1.34310938377017","3.57047953063595","2.25332643071093","2.88565038678899",2.90315211604529,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",264,"78","66.969",215.3299964648,450.6886667,0.373181614268177,0.495469681117986,0.738999677957643,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,0.334697184468553
"16",18,707,"Ayora.ES","Ambient",2,"4","Ayora.es_A_2_4",1,0.276954284146709,0.308641975308642,"1.18613356025177",NA,NA,"30.8641975308642","7.93","0.310402720557642","0.346142993945236",11.5550755939525,"4.68338345029101","4.35430454231327","3.43610419411094","3.29816406150063",3.69619093264161,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",258.01,"154.7","71.2098765432098",190.459054623881,450.6886667,0.311295974531346,0.279335802260422,0.616449514479182,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,0.854229747216377
"17",19,709,"Ayora.ES","Ambient",2,"5","Ayora.es_A_2_5",0.3,0.359317442778773,0.293729372937294,"1.10887077098571",NA,NA,"29.3729372937294","7.81","0.187341798084199","0.472717226995371",12.9746835443038,"2.58235699402827","3.86697703877232","3.00649335228447","2.67603826639095",3.18316955248258,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",292.26,"154.8","91.9564356435643",222.529479629277,450.6886667,0.296255139326267,0.36240719819161,0.586664627046921,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,1.08570579251027
"18",20,710,"Ayora.ES","Ambient",2,"6","Ayora.es_A_2_6",0.1,0.442314674155124,0.337719298245614,"1.16417416623859",NA,NA,"33.7719298245614","7.92","0.259038524128716","0.333135330790233",12.9629629629629,"3.62259040978041","4.58767108908254","2.44406235875626","3.87220593741515",3.63464646175131,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",229.06,"175.2","41.1938596491228",185.877565337396,450.6886667,0.34062333213193,0.446118119231654,0.674525547685378,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,0.544795911942544
"19",22,692,"Ayora.ES","Drought",2,"1","Ayora.es_D_2_1",1,0.276954284146709,0.257936507936508,"1.02926635165096",NA,NA,"25.7936507936508","7.86","0.168827416533916","0.616267712357136",13.4538152610441,"4.2868092552361","2.35835059662024","3.79743984222736","3.00742160198239",3.05440401361,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",160.77,"93.4","58.8456349206349",147.916654106519,315.9133333,0.260154493001196,0.279335802260422,0.515175665671888,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,2.00693514348423
"20",23,694,"Ayora.ES","Drought",2,"2","Ayora.es_D_2_2",0.3,0.359317442778773,0.296992481203008,"0.977990578467397",NA,NA,"29.6992481203008","8.04","0.189848919651312","0.314446296984684",12.8309572301425,"2.77250828315416","1.51433248055964","3.22095076715351","2.48470444354192",2.40666256375169,376.818164026618,17.4413098099339,14.6,17.8218051569013,51.1838977937558,30.9942970493429,"silty clay loam",207.81,"123.2","62.4270676691729",189.804556154383,315.9133333,0.299546306921216,0.36240719819161,0.593182021526661,0.1800679376267,5.55345950633982,0.8199320623733,0.100000010672885,1.02951565708995
